id,IP_ES_25_N1,Z3_IB_4_N1,Z1_IB_10_N1,Z1_IB_5_N1,Z3_IB_8_N1,ECI_IB_4_N1,ECI_IB_5_N1,Gs(U)_IB_12_N1,Gs(U)_IB_68_N1,Gs(U)_IB_58_N1,Gs(U)_IB_60_N1,Z1_NO_sideL35_M,HP_NO_sideL35_CV,Z1_NO_sideR35_CV,Pb_NO_sideR35_S,IP_NO_sideL35_SI71,Z1_NO_PRT_CV,Z2_NO_AHR_CV,Gs(U)_NO_ALR_SI71,Z3_NO_UCR_S,Z3_NO_UCR_N1,ECI_NO_UCR_CV,Pa_NO_BSR_SI71,ISA_NO_NPR_S,Z3_NO_NPR_V,IP_NO_PLR_S,Pb_NO_PCR_V,ECI_NO_PCR_CV,class
2917,14.37,24.25,11.64,9.79,13.77,32.92,48.31,0.08,0.08,0.03,0.03,1.27,-9.11,24.35,0.64,0.56,-53.35,-23.8,0.49,1.32,5.26,0.45,0.5,-0.84,1.66,0.56,0.02,0.6,N
2918,5.18,16.86,11.72,7.66,39.96,37.14,41.6,0.26,0.1,0.04,0.04,1.37,-1.96,13.06,1.1,0.47,3.49,-5.07,0.52,-1.31,1.69,0.33,0.59,-0.5,0.47,0.81,0.01,0.48,N
2919,9.09,25.83,7.09,8.38,21.32,39.3,53.45,0.06,0.07,0.12,0.04,1.52,-2.79,18.15,0.64,0.63,9.49,8.14,0.57,1.29,9.19,0.51,0.56,-0.7,0.69,0.44,0.02,0.58,N
2920,5.93,14.04,9.37,11.89,14.89,39.6,44.41,0.05,0.04,0.06,0.06,0.83,-15.98,2.84,0.79,0.52,7.38,9.81,0.52,1.11,5.26,0.46,0.53,-0.63,1.54,0.29,0.01,0.64,N
2921,5.96,17.5,8.84,8.18,22.91,44.05,31.08,0.04,0.07,0.05,0.06,1.8,-4.62,-4.21,0.05,0.61,-7.21,-9.81,0.55,1.57,-1.63,0.46,0.49,-1.2,1.19,0.65,0.01,0.55,N
2922,5.37,29.45,7.67,11.33,18.93,41.97,37.31,0.04,0.04,0.05,0.05,7.76,14.95,-14.69,0.76,0.53,-10.32,-2.08,0.44,1.22,13.04,0.53,0.53,-1.48,1,0.86,0.02,0.65,N
2923,6.78,22.17,8.45,7.81,11.46,42.96,45.66,0.05,0.05,0.04,0.07,2.13,-4.26,60.11,0.44,0.62,13.88,6.5,0.58,-1.42,5.15,0.38,0.52,-0.99,0.96,0.42,0.02,0.63,N
2924,-0.34,25.51,21.05,11.3,12.38,65.51,57.77,0.06,0.05,0.05,0.03,1.03,-9.21,7.38,0.57,0.57,9.61,-8.98,0.54,1.29,11.93,0.5,0.56,-1.09,1.85,0.85,0.02,0.65,N
2925,4.58,13.04,16.53,11.26,9.4,24.74,33.48,0.08,0.05,0.06,0.06,2.98,14.62,3.33,1.01,0.58,7.63,-162.02,0.57,0.19,27.21,0.73,0.59,-0.85,1.18,0.71,0.02,0.54,N
2926,6.74,40.02,6.72,6.25,16.59,177.42,107.43,0.03,0.06,0.04,0.03,1.87,-18.72,-11.63,0.55,0.6,-10.47,20.95,0.54,1.25,4.6,0.47,0.49,-1.1,1.17,0.46,0.02,0.64,N
2927,5.05,21.65,5.63,10.16,20.49,41.95,24.25,0.08,0.13,0.13,0.13,1.12,5.27,109.65,1.61,0.61,-5.33,-1.45,0.39,-0.56,-2.69,0.41,0.5,0.23,0.58,0.16,0.01,0.65,N
2928,-1.24,12.61,7.88,15.03,19.88,124.87,68.98,0.04,0.07,0.05,0.04,0.55,-30.99,-20.85,0.71,0.55,-1434.56,-2.19,0.52,1.15,11.91,0.57,0.61,-0.34,1.04,0.93,0.01,0.46,N
2929,7.99,20.35,12.89,13.84,16.12,24.12,41.2,0.06,0.03,0.05,0.05,1.16,-3.78,-8.04,0.59,0.53,-30.14,-2.32,0.52,1.46,5.47,0.39,0.53,-1.05,1.65,0.89,0.01,0.52,N
2930,0.06,27.82,12.46,13.17,22.61,46,72.96,0.04,0.06,0.06,0.07,0.34,34.78,15.32,0.69,0.46,22.37,-23.05,0.51,1.15,12.37,0.52,0.56,-0.75,0.86,0.25,0.02,0.62,N
2931,4.33,14.53,9.16,9.06,18.7,26.54,20.26,0.06,0.04,0.03,0.04,11.5,-3.54,116.15,0.57,0.54,19.49,2.22,0.49,-1.38,2.62,0.37,0.51,-0.72,0.81,0.35,0.02,0.57,N
2932,4.25,36.47,19.16,9.55,20.99,56.27,39.46,0.06,0.04,0.12,0.1,0.8,-3.88,-321.48,0.55,0.58,26.08,-47.38,0.57,-1.35,4.73,0.39,0.53,-0.84,1.11,0.86,0.01,0.52,N
2933,5.68,17.66,8.87,8.54,11.73,35.99,44.06,0.06,0.04,0.06,0.05,0.87,-3.82,13.35,0.37,0.53,6.84,10.64,0.54,1.4,-0.84,0.41,0.53,-0.85,1.02,0.56,0.02,0.63,N
2934,3.84,19.58,7.81,7.62,16.79,29.1,19.9,0.03,0.04,0.04,0.05,0.97,-2.79,7.69,0.83,0.54,5.32,4.7,0.58,1.61,3.67,0.41,0.59,-1.3,0.83,0.34,0.01,0.56,N
2935,7.01,26.09,7.14,8.36,13.25,37.54,34.7,0.04,0.06,0.04,0.05,1.79,-2.67,7.78,0.94,0.62,5.04,64.34,0.54,1.29,4.49,0.47,0.55,-0.74,1.41,0.61,0.01,0.02,N
2936,4.84,17.63,22.93,7.85,24.62,77.53,115.25,0.05,0.06,0.04,0.03,1.16,7.25,57.28,0.32,0.58,-8.62,-2.31,0.54,1.14,0.89,0.42,0.47,-0.96,1.22,1.06,0.01,0.32,N
2937,6.2,25.98,6.76,6.24,22.79,116.62,45.11,0.11,0.06,0.05,0.05,1.69,7.51,-15.25,0.14,0.46,-13.44,39.75,0.55,1.18,9.53,0.44,0.48,-0.85,0.94,1.17,0.03,0.03,N
2938,4.12,9.5,9.48,18.3,34.53,233.63,212.45,0.05,0.06,0.09,0.07,0.92,9.38,164.94,0.56,0.57,61.14,-5.89,0.55,0.69,15.1,0.61,0.52,-0.37,0.74,0.47,0.02,0.6,N
2939,7.17,18.75,14.85,8.44,53.1,41.22,57.32,0.05,0.15,0.06,0.05,1.08,-6.38,9.56,0.85,0.55,9.56,-6.52,0.45,1.49,17.47,0.5,0.51,-0.9,2.32,1.21,0.02,0.6,N
2940,2.98,30.58,6.59,8.79,31.02,41.22,38.41,0.04,0.03,0.05,0.04,1.57,-4.54,34.71,0.89,0.61,23.32,10.42,0.56,1.49,0.46,0.46,0.56,-0.7,0.9,0.04,0.02,0.59,N
2941,-0.65,43.7,10,10.86,26.29,66.08,107.72,0.06,0.04,0.05,0.05,0.69,-3.65,-13.63,0.46,0.53,14.63,-11.33,0.51,1.78,1.79,0.47,0.48,-0.71,1.07,0.21,0.01,0.54,N
2942,3.84,10.99,11.7,7.85,15.3,22.67,60.17,0.09,0.05,0.15,0.18,3.94,-3.8,0.92,1.59,0.6,2.13,5.62,0.46,1.76,5.51,0.46,0.61,0.43,0.77,0.23,0.01,0.5,N
2943,6.48,38.02,9.51,6.62,14.53,35.01,35.77,0.04,0.13,0.13,0.13,1.14,-3.53,4.13,0.98,0.61,9.37,-1.41,0.27,-1.18,1.22,0.36,0.76,1.11,0.44,0.1,0.01,0.59,N
2944,14.33,24.33,13.16,6.71,18.56,142.69,68.77,0.05,0.05,0.03,0.05,0.69,-5.56,3.15,1.21,0.55,4.71,16.99,0.52,-0.63,-0.85,0.4,0.5,-0.47,0.7,0.05,0.01,0.63,N
2945,5.04,30.85,9.19,6.93,36.75,33.35,34.83,0.04,0.05,0.06,0.05,0.94,-1.64,25.72,1.05,0.56,3.94,-115.89,0.57,1.08,12.17,0.55,0.61,-0.46,0.67,0.27,0.01,0.63,N
2946,5.58,12.64,10.53,9.88,35.81,21.51,28.68,0.4,0.03,0.05,0.06,0.54,-9.98,1.43,1.38,0.47,2.68,-7.15,0.56,1.09,11.1,0.47,0.62,-0.21,1.05,0.93,0.02,0.58,N
2947,4.96,39.92,10.9,12.55,19.16,29.08,39.64,0.29,0.07,0.06,0.1,1.11,-2.39,47.72,0.58,0.53,6.43,-6.76,0.48,0.98,16.8,0.57,0.36,-1.04,2.16,0.94,0.02,0.02,N
2948,5.47,25.33,8.75,8.13,14.86,34.04,42.03,0.05,0.04,0.07,0.06,1.03,-12.01,4.79,1.27,0.54,12.03,9.66,0.52,-0.83,-1.24,0.34,0.57,-0.89,0.6,0.35,0.02,0.53,N
2949,14.69,20.29,11.22,13.62,28.55,34.15,55.23,0.06,0.05,0.05,0.04,1.8,186.58,-5.97,0.76,0.58,-7.58,-56.32,0.51,-0.45,-6.18,0.37,0.56,-1.53,1.06,0.55,0.02,0.63,N
2950,5.58,43.64,8.33,10.26,27,35.82,30.61,0.06,0.04,0.05,0.04,4.41,-3.02,78.74,1.03,0.59,6.81,10.89,0.56,0.75,26.13,0.62,0.51,-1.64,1.33,0.78,0.02,0.63,N
2951,3.45,28.81,8.7,7.27,36.97,32.98,41.87,0.05,0.12,0.04,0.06,1.38,-17.71,1.91,1.22,0.63,4.05,-7.79,0.55,0.17,42.2,0.74,0.56,-0.62,1.38,0.94,0.02,0.65,N
2952,5.22,21.6,11.47,52.58,16.66,44.33,76.87,0.04,0.05,0.12,0.11,0.47,13.01,3.83,1.16,0.57,11.28,-2.62,0.48,1.16,10.11,0.5,0.49,-0.44,1.19,0.51,0.02,0.58,N
2953,18.07,41.36,8.62,13.78,28.2,23.44,27.84,0.03,0.04,0.03,0.03,1.49,-1.56,3.51,1.35,0.56,2.48,2.79,0.54,-1.02,-0.87,0.28,0.72,-1.25,0.36,0.53,0.01,0.56,N
2954,4.7,22.72,7.39,10.08,10.76,29.48,24.08,0.05,0.07,0.03,0.04,0.68,-2.68,3.37,0.67,0.53,3.58,9.45,0.47,1.76,7.31,0.47,0.64,-0.77,0.36,0.4,0.02,0.62,N
2955,-2.33,20.07,8.06,7.27,23.55,70.3,31.7,0.04,0.04,0.07,0.06,1.98,-2.42,4.63,0.42,0.63,4.04,5.06,0.58,-0.65,-2.14,0.37,0.46,-0.68,1.23,0.39,0.02,0.59,N
2956,5.48,70.65,14.64,8.51,13.4,21.26,27.47,0.05,0.08,0.04,0.04,2.18,-4.76,-10.05,1.18,0.57,-16.37,-24.83,0.48,-0.02,2.08,0.44,0.5,-1.02,1.89,0.34,0.01,0.6,N
2957,6.16,27.28,7.28,9.61,14.3,124.34,44.6,0.07,0.04,0.08,0.04,0.98,3.64,26.63,0.83,0.55,-8,-1.44,0.5,0.68,22.05,0.61,0.59,-0.86,1.09,1.25,0.01,0.41,N
2958,5,18.65,11.09,12.91,18.71,204,98.33,0.04,0.04,0.08,0.06,1.28,99.07,-11.79,0.64,0.51,-12.61,-2.76,0.51,1.68,6.44,0.45,0.53,-0.77,1.23,0.91,0.02,0.63,N
2959,13.31,9.1,8.37,8.81,11.57,25.18,26,0.04,0.08,0.03,0.05,0.98,-1.07,6.44,1.48,0.57,2.45,2.62,0.49,-1.26,0.51,0.45,0.75,-0.67,1.72,-0.63,0.02,0.62,N
2960,4.8,13.89,10.39,7.39,17.95,61.17,40.34,0.06,0.05,0.05,0.04,0.6,-3.19,-5.15,0.16,0.64,10.22,13.22,0.54,1.03,13.23,0.55,0.49,-0.71,1.62,0.63,0.02,0.61,N
2961,5.74,12.84,13.15,7.9,30.09,21.98,23.24,0.08,0.07,0.08,0.13,0.44,-3.76,3.88,1.02,0.52,5.04,102.88,0.5,-0.9,0.26,0.38,0.59,-0.31,0.86,0.32,0.01,0.63,N
2962,5.37,22.91,9.56,8.81,15.16,33.86,41.29,0.08,0.04,0.05,0.08,1.3,-2.11,3.61,1.23,0.61,3.02,2.02,0.55,1.44,-1.28,0.43,0.5,-1.04,1.38,0.31,0.02,0.47,N
2963,6.47,10.83,9.78,7.5,19.76,25.06,34.47,0.06,0.04,0.06,0.05,1.09,-6.62,6.01,0.88,0.57,9.1,4.01,0.5,1.39,10.93,0.53,0.46,-1.03,2.03,0.24,0.01,0.61,N
2964,5.91,17.75,11.54,7.99,29.95,31.74,40.57,0.04,0.05,0.04,0.04,0.73,-5.7,-23.97,0.6,0.56,15.81,-260.92,0.5,-1.15,2.32,0.39,0.5,-1.08,0.63,0.53,0.02,0.61,N
2965,5.2,34.46,8.1,8.1,22.91,42.43,88.95,0.07,0.07,0.04,0.05,1.58,-4.19,91.63,0.62,0.61,13.58,3.69,0.55,1.37,1.45,0.42,0.49,-0.96,0.89,0.42,0.02,0.54,N
2966,6.35,259.26,333.33,333.33,259.26,466.67,466.67,0.13,0.05,0.03,0.04,0.1,2.68,-8.25,0.42,0.28,-247.05,-1.09,0.38,-0.59,-2.07,0.35,0.62,0.56,0.51,0.7,0.01,0.52,N
2967,4.21,20.71,9.62,9.69,9.48,48.27,46.8,0.03,0.03,0.03,0.03,0.63,-1.72,1.36,1.02,0.53,1.39,2.63,0.46,-0,14.1,0.63,0.58,0.2,0.98,-0.06,0.02,0.6,N
2968,7.45,9.86,8.25,8.22,11.04,53.81,32.58,0.04,0.11,0.09,0.1,1.55,-3.37,1.49,1.23,0.53,2.07,5.14,0.63,-1.38,3.35,0.41,0.58,-0.65,1.39,0.57,0.01,0.61,N
2969,5.52,18.39,6.13,6.17,18.33,19,18.78,0.05,0.04,0.05,0.05,1.8,-2.6,2.02,1.1,0.6,4.01,4.65,0.4,-0.6,-3.35,0.26,0.56,-1.2,0.87,0.43,0.01,0.63,N
2970,5.86,23.29,7.6,9.08,14.13,21.07,27.57,0.04,0.03,0.05,0.05,1.85,-4.21,-14.21,0.68,0.53,19.91,-8.6,0.49,1.21,12.65,0.5,0.58,-1.15,0.86,0.63,0.02,0.56,N
2971,4.95,28.95,8.66,10.4,16.42,56.47,32.33,0.03,0.24,0.15,0.24,5.47,-18.66,1.88,1.03,0.5,4.02,-8.2,0.56,1.73,16.41,0.48,0.54,-0.77,1.52,0.61,0.01,0.59,N
2972,6.96,259.26,333.33,333.33,259.26,466.67,466.67,0.12,0.04,0.07,0.07,0.15,21.63,-6.05,0.5,0.51,-65.5,-1.9,0.44,1.02,12.97,0.5,0.64,0.06,0.96,0.38,0.02,0.58,N
2973,4.82,13.22,9.99,9.66,12.65,22.97,21.04,0.13,0.06,0.05,0.05,0.84,-1.07,-23.17,0.61,0.55,2.63,6.88,0.54,-1.87,7.5,0.43,0.39,-1.02,1.95,0.46,0.02,0.57,N
2974,1.93,39.88,15.89,10.26,47.74,27.78,19.26,0.13,0.07,0.05,0.16,1.01,-2.47,4.5,0.77,0.61,3.17,-2.76,0.45,1.31,13.52,0.49,0.44,-0.84,2.03,0.82,0.01,0.36,N
2975,5.77,11.17,7.31,13.96,20.57,75.2,53.69,0.04,0.07,0.26,0.12,6.75,-1.07,1.16,-0.46,0.55,1.41,29.53,0.35,-1.08,0.23,0.34,1,0.17,1.18,-0.04,0.01,0.37,N
2976,5.41,26.1,8.88,11.64,22.25,44.09,48.79,0.03,0.03,0.04,0.06,0.54,-2.35,2.95,1.39,0.5,3.01,6.51,0.45,-0.81,-0.31,0.3,0.61,-0.86,0.41,0.47,0.01,0.63,N
2977,5.47,25.36,6.62,7.7,30.7,39.37,36.99,0.03,0.43,0.03,0.04,1.19,13.21,-59.53,0.75,0.57,-9.74,-6.06,0.49,-1.91,6.68,0.4,0.55,-0.87,0.8,0.69,0.02,0.63,N
2978,-0.17,15.22,9.48,11.05,21.54,59.04,85.73,0.07,0.06,0.07,0.07,0.73,-3.63,13.38,0.78,0.57,6.52,-5.13,0.5,1.47,4.03,0.43,0.58,-0.27,1.54,0.64,0.01,0.62,N
2979,-0.52,28.31,7.32,13.47,35.84,28.18,25.48,0.04,0.05,0.04,0.04,0.71,-4.81,-25.3,0.58,0.5,26.04,18.32,0.49,-0.83,0.26,0.38,0.59,-0.9,1.31,0.53,0.02,0.56,N
2980,5.72,15.99,10.44,13.97,34.25,53.48,51.41,0.03,0.06,0.04,0.06,0.93,-3.66,3.59,0.76,0.52,3.63,10.05,0.58,-1.56,5.51,0.32,0.52,-0.85,1.85,0.81,0.01,0.41,N
2981,5.97,259.26,333.33,333.33,259.26,466.67,466.67,0.13,0.09,0.06,0.07,0.08,0.76,1.95,1.57,0.13,3.06,-0.71,0.3,0.42,12.83,0.74,0.41,0.77,0.42,0.71,0.02,0.6,N
2982,5.77,14.07,9.19,6.87,21.6,71.55,51.19,0.04,0.03,0.05,0.04,0.55,-6.55,9.66,1.06,0.63,9.85,-20.09,0.51,2.01,5.11,0.45,0.57,-0.65,0.35,0.1,0.01,0.56,N
2983,5.93,21.21,11.41,13.45,13.27,63.31,63.31,0.11,0.12,0.06,0.08,1.54,-3.62,4.2,0.95,0.49,4,-12.65,0.53,-1.49,6.09,0.35,0.39,-1,1.81,1.22,0.01,0.48,N
2984,6.83,14.73,7.58,9.9,22.99,48.46,49.22,0.06,0.04,0.04,0.03,0.45,-3.32,2.5,1.15,0.57,3.07,3.88,0.58,1.35,8.81,0.52,0.47,-0.78,1.14,0.45,0.02,0.51,N
2985,3.92,22.32,9.75,15.1,8.77,74.53,55.05,0.05,0.04,0.04,0.04,2,-2.2,9.05,1.09,0.59,5.68,6.1,0.55,1.78,2.07,0.45,0.64,-0.96,1.25,0.08,0.02,0.63,N
2986,-0.02,22.24,10.29,14.92,78.91,66.01,54.9,0.06,0.04,0.05,0.05,1.8,13.08,-164.82,0.82,0.6,-33.56,-13.9,0.47,1.24,21.87,0.56,0.5,-1.56,0.88,0.7,0.02,0.62,N
2987,4.15,9.94,9.47,9.77,13,26.79,33.06,0.03,0.04,0.03,0.04,0.99,-1.6,3.34,1.67,0.5,2.53,1.65,0.54,-1.35,0.03,0.41,0.47,-1.05,2.06,-0.28,0,0,N
2988,-0.05,38.34,10.35,8.33,15.95,26.1,38.22,0.04,0.13,0.14,0.14,1.08,-15.63,8.74,0.61,0.54,17.87,-7.72,0.48,1.49,7.81,0.48,0.58,-0.69,0.44,0.68,0.02,0.6,N
2989,4.38,15.58,9.54,9.54,14.22,18.94,17.58,0.04,0.15,0.03,0.04,1.38,-1.82,1.69,0.65,0.53,1.91,2.62,0.52,1.66,5,0.46,0.45,-2.04,0.91,0.31,0.01,0.39,N
2990,8.08,18.63,6.67,9.42,34.37,87.32,43.9,0.06,0.05,0.06,0.05,1.14,-12.9,3.13,1,0.57,8.1,4.5,0.54,1.32,7.46,0.49,0.6,-0.64,1,-0.24,0.02,0.55,N
2991,0.31,16.28,8.66,16.78,12.44,26.62,29.02,0.05,0.04,0.05,0.05,1.72,-8.43,-12.46,0.46,0.58,203.89,-15.31,0.5,1.33,7.28,0.49,0.51,-0.55,0.52,0.63,0.02,0.65,N
2992,6.33,85.61,14.93,8.36,1347.15,41.02,42.73,0.07,0.06,0.04,0.05,0.84,-18.24,4.94,1.12,0.52,31.84,-4.37,0.57,2.39,6.87,0.4,0.46,-0.33,0.76,0.94,0.01,0.68,N
2993,15.52,56.26,6.36,9.69,24.99,131.84,58.35,0.08,0.05,0.07,0.09,0.72,-28.71,7.24,0.79,0.5,9.18,-4.82,0.5,-0.6,-2.45,0.38,0.49,-0.44,0.44,0.66,0.01,0.52,N
2994,4.81,48.41,23.43,17.13,13.46,49.56,53.04,0.08,0.04,0.12,0.13,0.74,-7.17,-5.48,0.7,0.49,-12.13,-1.68,0.46,-0.87,-0.71,0.41,0.65,-0.76,1.23,0.23,0.01,0.39,N
2995,14.83,259.26,333.33,333.33,259.26,466.67,466.67,0.13,0.05,0.12,0.17,0.14,14.44,42.12,0.7,0.48,10.29,-2.29,0.41,-0.91,0.52,0.33,0.63,0.31,0.35,0.55,0,0,N
2996,3.96,13.48,13.81,10.92,13.28,22.26,21.33,0.05,0.05,0.04,0.04,0.97,-3.2,2.56,1.48,0.57,3.06,4.23,0.56,-0.42,-2.64,0.32,0.52,-1.48,0.63,0.16,0.01,0.6,N
2997,14.45,29.95,13,9.81,33.07,68.98,96.34,0.08,0.07,0.08,0.08,0.36,-9.84,2.48,0.92,0.54,2.87,-2.78,0.47,-0.47,-4.76,0.39,0.37,0.33,0.83,1.29,0,0,N
2998,4.66,16.89,7.52,9.37,10.39,32.17,37.42,0.06,0.05,0.06,0.07,0.56,-49.57,8.03,1.36,0.57,10.8,-9.57,0.45,1.46,4.24,0.51,0.53,-0.44,0.32,0.34,0.01,0.62,N
2999,4.51,36.36,6.18,17.79,14.28,31.09,38.12,0.05,0.04,0.05,0.03,1.69,-3.1,12.89,0.88,0.54,9.62,-19.89,0.57,-0.73,-1.43,0.39,0.56,-1.07,1.53,0.69,0.01,0.55,N
3000,4.91,34.78,9.91,6.45,17.54,53.94,43.82,0.05,0.05,0.08,0.1,2.29,-6.68,2.73,0.3,0.67,8.78,5.92,0.57,1.16,0.69,0.41,0.48,-1.01,1.59,0.87,0.02,0.61,N
3001,6.01,13.29,14,8.58,29.37,27.84,25.77,0.04,0.05,0.04,0.03,1.97,-86.11,4.61,1.03,0.49,10.53,-4.27,0.48,1.82,13.31,0.56,0.52,-0.79,1.7,0.14,0.01,0.43,N
3002,3.37,23.96,14.01,5.95,25.61,38.44,45.34,0.04,0.04,0.05,0.08,1.56,-4.91,18.46,1.5,0.57,9.15,-5.05,0.4,1.16,12.36,0.51,0.57,-0.71,0.34,0.55,0,0.57,N
3003,16.06,22.23,7.97,11.37,16.22,53.47,83.07,0.05,0.05,0.05,0.1,1.03,-2.72,4.65,0.98,0.62,6.83,9.83,0.62,1.35,6.52,0.45,0.62,-0.97,1.01,0.5,0.01,0.53,N
3004,6.42,58.87,9.25,7.76,10.16,47.5,30.52,0.07,0.14,0.08,0.07,0.76,-5.42,21.46,0.83,0.58,25.26,-2.19,0.52,1.33,3.71,0.45,0.61,-0.32,1.14,0.49,0.01,0.52,N
3005,3.91,29.32,10.19,11.08,13,37.46,39.48,0.04,0.06,0.04,0.03,2.45,-0.76,-97.09,0.81,0.33,2.45,1.74,0.54,1.56,9.52,0.41,0.74,0.76,2.2,0.68,0.02,0.56,N
3006,5.76,16.64,8.61,8.59,22.1,61.2,54.5,0.04,0.06,0.08,0.08,1.54,-10.44,6.22,1.2,0.52,6.2,8.38,0.48,0.76,6.2,0.45,0.46,-1.13,2.34,0.73,0.01,0.63,N
3007,14.24,51.32,10.85,9.11,14.68,23.94,23.95,0.05,0.05,0.04,0.05,1.78,-4.35,5.35,0.9,0.6,5.9,2.85,0.54,-0.73,0.6,0.33,0.52,-0.92,0.67,0.38,0.01,0.6,N
3008,6.15,24.96,9.65,7.71,37.98,32.27,46.11,0.07,0.15,0.07,0.05,1.16,1.72,-3.45,0.19,0.43,-2.42,-1.16,0.47,0.99,11.59,0.44,0.45,-1.18,0.97,1.64,0.02,0.6,N
3009,6.67,23.8,13.06,14.57,16.37,57.72,39.41,0.05,0.05,0.05,0.06,0.68,-2.81,4.05,1.05,0.57,3.17,-16.28,0.52,1.53,4.98,0.48,0.51,-0.79,1.03,0.69,0.01,0.6,N
3010,4.95,39.7,5.92,7.67,38.84,31.87,24.46,0.04,0.04,0.04,0.04,4.8,-2.62,3.69,1.51,0.57,3.82,4.14,0.52,-1.54,9.9,0.36,0.76,-1.46,0.75,0.34,0.02,0.62,N
3011,7.57,13.35,7.75,8.32,29.6,20.62,22.71,0.03,0.05,0.09,0.09,1.07,-4.7,1.8,1.16,0.62,3.46,-33.67,0.6,0.76,14.21,0.58,0.66,-0.84,1.61,0.72,0.02,0.54,N
3012,5.23,17.12,12.43,15.26,32.39,22.96,27.05,0.07,0.03,0.04,0.05,0.33,-1.59,1.16,1.11,0.49,1.34,-5.48,0.34,-0.51,-1.23,0.37,0.59,0.92,0.66,0.5,0.01,0.57,N
3013,12.61,12.74,6.91,8.27,10.8,22.14,25.67,0.04,0.08,0.04,0.07,0.69,-3.15,3.13,0.74,0.55,3.55,2.77,0.52,-0.36,-4.42,0.41,0.47,-0.49,1.4,-0.34,0.01,0.6,N
3014,5.26,40.72,11.08,7.28,22.23,33.42,49.65,0.04,0.03,0.07,0.05,0.94,-6.88,5.19,1.27,0.44,5.75,-5.08,0.48,-1.38,5.01,0.42,0.59,-0.85,0.66,0.9,0.01,0.52,N
3015,5.36,11.21,10.91,11.12,77.9,18.87,20.34,0.04,0.05,0.03,0.03,0.68,-3.06,-4.96,0.41,0.54,1660.43,-7.99,0.53,0.87,16.93,0.59,0.61,-1.12,1.11,0.53,0.02,0.56,N
3016,6.01,11.66,6.65,10.92,16.34,69.07,73.21,0.05,0.04,0.05,0.05,1.47,-3.41,-8.22,0.47,0.64,19,3.51,0.54,-0.23,-5.27,0.39,0.53,-0.76,0.9,0.22,0.01,0.02,N
3017,-0.88,21.49,14.52,11.3,10.14,65.09,42.67,0.07,0.03,0.04,0.05,0.46,-4.03,3.42,1.31,0.6,3.98,-18.75,0.55,-1.29,1.19,0.42,0.59,-0.65,1,0.23,0.01,0.52,N
3018,-1.59,66.6,11.55,22.58,31.79,101.97,355.12,0.08,0.04,0.06,0.06,0.47,-4.09,31.91,0.47,0.55,8.91,-24.44,0.51,-0.75,-1.46,0.39,0.53,-0.43,1.42,0.51,0.02,0.63,N
3019,6.48,49.8,7,14.23,17.09,27.99,46.79,0.05,0.06,0.04,0.05,0.54,-3.7,5.97,0.75,0.55,5.52,9.36,0.43,-0.54,-4.1,0.4,0.48,-0.69,1.57,0.43,0.01,0.52,N
3020,-1.09,82.04,6.43,19.32,23.29,35.68,42.69,0.04,0.04,0.05,0.07,0.49,-8.15,6.87,0.93,0.55,12.95,-12.9,0.51,0.51,3.06,0.35,0.56,-0.54,1.06,0.25,0.02,0.59,N
3021,14.54,33.64,6.5,8.72,16.32,26,31.8,0.06,0.05,0.06,0.08,1.54,-9.45,4.91,0.96,0.51,5.77,-16.17,0.54,-0.88,1.05,0.41,0.39,-1.16,0.62,0.58,0.02,0.6,N
3022,5.48,15.1,10.97,7.55,23.53,24.8,28.13,0.07,0.03,0.12,0.13,0.77,-4.7,6.7,0.21,0.56,6.3,182.28,0.56,-0.74,-1.24,0.39,0.58,-0.44,1.46,0.51,0.01,0.51,N
3023,5.74,34.6,8.47,11.12,14.95,31.27,42.13,0.04,0.03,0.08,0.03,0.34,28.52,8.03,0.85,0.63,79.14,26.72,0.54,0.88,9.35,0.6,0.55,-0.68,1.23,0.24,0.02,0.6,N
3024,4.17,24.27,10.81,11.51,21.71,31.51,25.11,0.09,0.05,0.04,0.06,4.47,-4.38,3.82,1.09,0.49,4.23,3.07,0.52,1.52,6.4,0.46,0.59,-1.21,1.55,0.78,0.02,0.64,N
3025,5.5,16.06,6.62,8.69,25.43,52.95,37.95,0.05,0.05,0.07,0.16,0.45,-14.54,4.49,0.64,0.57,7.93,-7.94,0.55,1.1,9.95,0.47,0.59,-0.23,0.61,0.69,0.02,0.63,N
3026,5.13,8.78,11.68,12.07,20.28,38.72,39.45,0.04,0.2,0.13,0.13,1.64,-74.94,-25.62,0.8,0.54,-137.85,-5.6,0.48,1.14,3.18,0.53,0.49,-0.22,1.3,0.29,0.01,0.56,N
3027,6.24,22.82,6.8,5.96,14.98,28.82,72.44,0.04,0.06,0.05,0.05,5.39,-401.37,5.58,0.52,0.54,32.76,3.68,0.43,0.14,-7.86,0.38,0.33,-3.35,1.62,0.48,0.03,0.03,N
3028,5.95,17.37,9.38,7.62,20.73,37.06,25.03,0.07,0.03,0.04,0.05,4.28,-5.19,2.69,1,0.56,3.1,-10.69,0.55,1.5,14.53,0.52,0.53,-0.3,0.71,0.82,0.02,0.58,N
3029,6.21,11.87,8.62,8.8,14.18,40.95,28.34,0.06,0.04,0.04,0.04,1.11,-13.78,3.65,1.43,0.55,8.26,-3.01,0.46,1.13,10.23,0.41,0.57,-0.74,1.19,0.91,0.02,0.65,N
